,Link,Title,Price,Rating,Reviews,Description,ASIN,Product_desc,Manufacturer
36,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,ADISA 31 Ltrs Casual Backpack School College Bag Pack,399,3.8,125,Material: Water Resistant Light-Weight Polyester   Compartments: 2 (padded) + 1 front easy-access pocket   Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)   Dimensions: LxWxH- 31 x 20 x 47 cms   Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo,B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.",ADISA
37,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0,476,"Care Instructions: Machine Wash   Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.   Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.   Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QM2GD,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",SHABA BAGS
38,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Sage Formal Backpack - black,"3,499",5.0,2,"DETAILED ORGANIZER & PREMIUM FABRIC: The interiors are thoughtfully designed to give you the best of space, comfort and flexibility. The fabric used in the backpack is of premium quality.USB CHARGING PORT: The USB Charging Port ensures that you're always connected, even when on the move!LAPTOP AND TABLET SLEEVE: A dedicated compartment to keep your Laptop and Tablet organized.SUNGLASS HOLDER: Keep your eyewear handy while on the go.",B097JLZBK3,"For the new age professional, the Safari Sage is the answer to all backpacking needs. The dedicated laptop and tablet sleeves and the Multi Utility Organiser ensures that there is a place for all your essentials. The water resistant and highly durable premium fabric ensures that all your belongings are safe, irrespective of the conditions. The Smart Sleeve allows you to slide your backpack on your luggage for a seamless travel experience. The USB Charging Port keeps you connected always. Its handy Sunglasses Pouch makes sure you never miss a chance to impress!",Safari
39,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8,574,"MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.   DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.   COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.   SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.   OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B0BLVQ9NTD,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half_Moon (AB Amazing Bags)
40,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,199",4.3,555,"Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
41,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0,476,"Care Instructions: Machine Wash   Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.   Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.   Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QM2GD,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",SHABA BAGS
42,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Sage Formal Backpack - black,"3,499",5.0,2,"DETAILED ORGANIZER & PREMIUM FABRIC: The interiors are thoughtfully designed to give you the best of space, comfort and flexibility. The fabric used in the backpack is of premium quality.USB CHARGING PORT: The USB Charging Port ensures that you're always connected, even when on the move!LAPTOP AND TABLET SLEEVE: A dedicated compartment to keep your Laptop and Tablet organized.SUNGLASS HOLDER: Keep your eyewear handy while on the go.",B097JLZBK3,"For the new age professional, the Safari Sage is the answer to all backpacking needs. The dedicated laptop and tablet sleeves and the Multi Utility Organiser ensures that there is a place for all your essentials. The water resistant and highly durable premium fabric ensures that all your belongings are safe, irrespective of the conditions. The Smart Sleeve allows you to slide your backpack on your luggage for a seamless travel experience. The USB Charging Port keeps you connected always. Its handy Sunglasses Pouch makes sure you never miss a chance to impress!",Safari
43,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Premium 2 in 1 Multifunction Travel Backpack & Laptop Bag Ideal for Sales & Marketing Jobs - Waterproof, Cushioned Strap, Multiple Carrying Positions for Men - (Model Duo, 35 Ltrs)","3,029",4.6,19,"Care Instructions: Wipe with Damp Cloth   With its water-resistant and scratch-resistant outer, the Duo bag is designed to keep your belongings safe and dry, even in challenging weather conditions   The Bag features multiple compartments, including anti-theft pockets and a separate shoe compartment, making it easy to stay organized and keep all of your essentials in one place   With its cushioned laptop compartment and padded shoulder straps and back, the Walkent Duo is designed for comfort, even when you're carrying a heavy load. With its huge capacity this bag is perfect for people in sales and marketing   The Bag also includes a number of convenient features, such as an external USB and audio port, a trolley sleeve for travel, and a high-quality durable zipper, separate shoe compartment, waterproof toiletries bag making it the ultimate choice for anyone looking for a functional and stylish laptop backpack   The Bag also includes a number of convenient features, such as an external USB and audio port, a trolley sleeve for travel, and a high-quality durable zipper, separate shoe compartment, waterproof toiletries bag making it the ultimate choice for anyone looking for a functional and stylish laptop backpack",B0BJ986NTC,"When it comes to finding the perfect laptop backpack, the","Walkent (OEM Shenzhen Xinli Bag Co., Ltd.)"
44,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8,574,"MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.   DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.   COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.   SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.   OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B0BLVQ9NTD,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half_Moon (AB Amazing Bags)
45,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,399",4.2,513,"Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket",B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
46,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,ADISA 31 Ltrs Casual Backpack School College Bag Pack,399,3.8,125,Material: Water Resistant Light-Weight Polyester   Compartments: 2 (padded) + 1 front easy-access pocket   Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)   Dimensions: LxWxH- 31 x 20 x 47 cms   Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo,B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.",ADISA
47,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,199",4.3,555,"Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
48,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0,476,"Care Instructions: Machine Wash   Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.   Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.   Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QM2GD,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",SHABA BAGS
49,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Sage Formal Backpack - black,"3,499",5.0,2,"DETAILED ORGANIZER & PREMIUM FABRIC: The interiors are thoughtfully designed to give you the best of space, comfort and flexibility. The fabric used in the backpack is of premium quality.USB CHARGING PORT: The USB Charging Port ensures that you're always connected, even when on the move!LAPTOP AND TABLET SLEEVE: A dedicated compartment to keep your Laptop and Tablet organized.SUNGLASS HOLDER: Keep your eyewear handy while on the go.",B097JLZBK3,"For the new age professional, the Safari Sage is the answer to all backpacking needs. The dedicated laptop and tablet sleeves and the Multi Utility Organiser ensures that there is a place for all your essentials. The water resistant and highly durable premium fabric ensures that all your belongings are safe, irrespective of the conditions. The Smart Sleeve allows you to slide your backpack on your luggage for a seamless travel experience. The USB Charging Port keeps you connected always. Its handy Sunglasses Pouch makes sure you never miss a chance to impress!",Safari
50,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8,574,"MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.   DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.   COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.   SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.   OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B0BLVQ9NTD,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half_Moon (AB Amazing Bags)
51,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTk1NDQ1MTUxNzU5NTY3OjE2OTAxMDg4NDM6c3BfYnRmOjMwMDAxNDU5NDAwMTYzMjo6MDo6&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690108843%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,199",4.3,555,"Care Instructions: Hand Wash Only   Well Organized compartment ,Security Back Pocket",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS
